ER30001,ER30002,PCGID68,PCGPN,CDSHID,CHLDINST,PCGINST
1255,33,1255,30,731,4,2
1255,34,1255,31,732,3,2
1255,35,1255,30,731,5,2
1256,30,1256,3,733,3,1
1260,45,1260,194,734,3,2
1260,46,1260,194,734,4,2
1266,33,1266,178,735,3,2
1266,34,1266,31,736,2,1
1266,35,1266,31,736,3,1
1267,32,1267,31,738,3,1
1267,33,1267,31,738,4,1
1269,34,1269,175,740,3,2
1269,35,1269,30,739,3,2
1269,36,1269,32,741,4,2
1269,37,1269,32,741,5,2
1269,38,1269,175,740,4,2
1269,177,1269,32,741,3,2
1270,34,1270,32,742,3,2
1270,35,1270,32,742,4,2
1282,37,1282,31,743,3,2
1282,38,1282,31,743,4,2
1282,39,1282,33,744,3,1
1282,40,1282,33,744,4,1
1284,35,1284,3,745,4,1
1286,34,1286,176,747,3,2
1288,32,1288,171,748,3,2
1288,33,1288,171,748,4,2
1288,34,1288,171,748,5,2
1290,36,1290,177,749,2,1
1290,37,1290,178,750,4,2
1300,34,1300,177,753,3,1
1300,35,1300,32,754,3,2
1300,36,1300,32,754,4,2
1301,32,1301,31,755,3,2
1301,33,1301,31,755,4,2
1301,34,1301,171,756,3,2
1301,35,1301,171,756,4,2
1302,38,1302,186,759,3,1
1302,39,1302,31,757,3,2
1302,41,1302,31,757,4,2
1302,42,1302,186,759,4,1
1306,32,1306,3,761,3,1
1314,30,1314,4,764,3,2
1314,31,1314,4,764,4,2
1314,32,1314,173,763,3,2
1314,33,1314,4,764,5,2
1314,34,1314,173,763,4,2
1314,35,1314,4,764,6,2
1315,40,1315,30,765,6,2
1315,41,1315,35,766,2,1
1335,57,1335,30,767,3,1
1335,59,1335,35,768,2,1
1335,60,1335,35,768,3,1
1335,62,1335,38,769,3,2
1335,63,1335,35,768,4,1
1335,65,1335,38,769,4,2
1335,66,1335,40,770,3,2
1335,68,1335,37,772,3,2
1335,69,1335,191,773,3,2
1335,70,1335,194,775,3,2
1335,71,1335,191,773,4,2
1335,72,1335,194,775,4,2
1335,74,1335,40,770,4,2
1335,75,1335,40,770,5,2
1335,76,1335,39,771,2,1
1335,77,1335,37,772,4,2
1335,78,1335,44,774,3,2
1335,79,1335,199,777,3,2
1335,80,1335,48,778,2,1
1335,82,1335,39,771,3,1
1335,83,1335,37,772,5,2
1335,84,1335,44,774,4,2
1335,86,1335,40,770,6,2
1335,87,1335,48,778,3,1
1336,36,1336,186,779,3,2
1336,37,1336,183,781,2,1
1336,38,1336,183,781,3,1
1336,39,1336,183,781,4,1
1336,41,1336,183,781,5,1
1338,30,1338,170,782,3,2
1338,31,1338,170,782,4,2
1342,32,1342,30,783,2,1
1342,33,1342,30,783,3,1
1342,34,1342,30,783,4,1
1345,36,1345,178,784,3,1
1345,37,1345,7,785,3,2
1345,38,1345,7,785,4,2
1345,39,1345,7,785,5,2
1351,37,1351,3,789,4,1
1353,34,1353,30,790,3,2
1353,36,1353,30,790,4,2
1353,37,1353,30,790,5,2
1353,38,1353,30,790,6,2
1353,39,1353,174,791,3,2
1353,42,1353,30,790,7,2
1353,43,1353,174,791,4,2
1353,44,1353,30,790,8,2
1355,32,1355,6,793,2,1
1355,33,1355,31,794,3,2
1355,34,1355,31,794,4,2
1355,35,1355,31,794,5,2
1358,31,1358,30,795,3,2
1368,33,1368,173,798,2,5
1368,34,1368,173,798,4,5
1368,35,1368,175,797,3,2
1376,33,1376,171,801,2,1
1376,34,1376,173,799,1,2
1376,35,1376,31,800,3,2
1383,183,1383,32,802,3,2
1384,31,1384,170,803,3,2
1384,32,1384,170,803,4,2
1384,33,1384,170,803,5,2
1387,34,1387,174,805,3,1
1394,41,1394,3,807,5,2
1394,42,1394,170,808,3,2
1394,43,1394,35,809,2,1
1394,44,1394,34,810,2,1
1394,45,1394,37,811,3,2
1394,46,1394,37,811,4,2
1397,39,1397,180,813,1,4
1397,184,1397,36,814,3,1
1398,32,1398,4,815,2,1
1398,33,1398,4,815,3,1
1399,41,1399,182,816,3,2
1399,43,1399,186,817,3,2
1399,44,1399,182,816,4,2
1399,190,1399,33,819,3,1
1406,34,1406,33,820,3,2
1406,35,1406,33,820,4,2
1406,36,1406,178,821,3,2
1406,37,1406,178,821,4,2
1406,38,1406,178,821,5,2
1407,33,1407,179,822,3,2
1407,34,1407,31,823,3,2
1411,46,1411,4,824,2,1
1411,47,1411,31,825,2,1
1411,48,1411,31,825,3,1
1411,49,1411,31,825,4,1
1414,32,1414,31,828,3,1
1414,170,1414,31,828,2,1
1419,37,1419,32,831,3,2
1425,33,1425,171,834,2,1
1426,41,1426,32,835,2,1
1426,42,1426,32,835,3,1
1426,43,1426,187,836,4,2
1426,44,1426,187,836,5,2
1426,45,1426,189,837,3,2
1426,46,1426,189,837,4,2
1426,47,1426,192,838,3,2
1426,48,1426,187,836,6,2
1426,49,1426,189,837,5,2
1426,50,1426,192,838,4,2
1426,51,1426,918,839,2,5
1426,52,1426,193,841,4,2
1426,53,1426,195,840,2,1
1426,54,1426,195,840,3,1
1426,188,1426,187,836,3,2
1434,36,1434,170,842,3,1
1434,37,1434,171,844,3,2
1434,38,1434,170,842,4,1
1434,39,1434,171,844,4,2
1434,40,1434,172,845,3,2
1434,41,1434,171,844,5,2
1434,42,1434,34,846,3,2
1434,43,1434,170,842,5,1
1434,44,1434,172,845,4,2
1434,45,1434,34,846,4,2
1434,46,1434,170,842,6,1
1434,47,1434,172,845,5,2
1434,48,1434,33,847,3,2
1434,49,1434,32,842,7,2
1438,38,1438,33,849,2,1
1438,39,1438,34,848,3,2
1438,42,1438,34,848,4,2
1438,43,1438,36,850,2,1
1445,38,1445,173,852,3,2
1445,39,1445,31,853,2,1
1445,40,1445,31,853,3,1
1454,33,1454,30,854,3,1
1454,34,1454,30,854,4,1
1459,34,1459,31,856,3,2
1460,31,1460,190,857,3,1
1462,30,1462,170,858,3,1
1462,31,1462,4,859,4,2
1462,32,1462,4,859,3,2
1462,33,1462,170,858,4,1
1468,36,1468,33,860,3,2
1468,37,1468,33,860,4,2
1473,33,1473,171,861,3,1
1473,34,1473,31,862,3,2
1473,35,1473,171,861,4,1
1473,36,1473,31,862,4,2
1475,33,1475,31,863,2,1
1480,35,1480,180,864,3,2
1480,36,1480,180,864,4,2
1485,37,1485,30,865,2,1
1485,38,1485,31,866,4,2
1485,39,1485,31,866,5,2
1485,180,1485,31,866,3,2
1496,34,1496,31,869,3,2
1496,37,1496,31,869,4,2
1498,42,1498,176,870,4,2
1498,43,1498,34,871,2,1
1498,177,1498,176,870,3,2
1501,32,1501,30,872,3,2
1501,33,1501,30,872,4,2
1501,34,1501,176,873,2,1
1501,35,1501,176,873,3,1
1504,32,1504,171,874,3,2
1504,33,1504,171,874,4,2
1510,31,1510,179,875,2,1
1510,32,1510,179,875,3,1
1516,34,1516,170,876,3,2
1520,32,1520,30,877,3,2
1520,33,1520,31,878,3,2
1520,34,1520,30,877,4,2
1522,44,1522,30,879,3,2
1525,33,1525,176,881,3,2
1533,35,1533,173,883,4,2
1533,36,1533,173,883,5,2
1533,37,1533,173,883,6,2
1533,38,1533,173,883,7,2
1537,30,1537,173,884,3,2
1540,32,1540,177,885,3,2
1540,33,1540,177,885,4,2
1542,42,1542,6,887,3,2
1542,43,1542,181,888,3,2
1551,38,1551,3,894,4,2
1551,39,1551,36,892,2,1
1551,40,1551,32,890,3,2
1551,41,1551,32,890,4,2
1551,43,1551,36,892,3,1
1551,45,1551,37,893,2,1
1565,41,1565,183,896,3,2
1565,42,1565,183,896,4,2
1568,36,1568,31,898,3,2
1568,38,1568,31,898,4,2
1568,41,1568,31,898,5,2
1570,33,1570,30,901,2,1
1570,184,1570,186,902,2,1
1570,185,1570,186,902,3,1
1571,41,1571,32,903,3,1
1571,43,1571,198,905,2,1
1571,45,1571,198,905,3,1
1571,48,1571,198,905,4,1
1572,45,1572,6,908,3,2
1572,46,1572,6,908,4,2
1572,47,1572,34,909,2,1
1572,48,1572,34,909,3,1
1572,50,1572,5,907,3,2
1572,51,1572,196,913,2,1
1572,52,1572,38,912,3,2
1572,53,1572,196,913,3,1
1579,44,1579,180,915,3,2
1579,46,1579,180,915,4,2
1579,49,1579,185,916,3,2
1579,50,1579,41,917,3,1
1579,51,1579,187,918,3,2
1579,52,1579,41,917,4,1
1579,54,1579,180,915,5,2
1579,55,1579,187,918,4,2
1579,56,1579,180,915,6,2
1579,57,1579,185,916,4,2
1579,58,1579,187,918,5,2
1579,59,1579,187,918,6,2
1579,60,1579,40,919,3,2
1579,61,1579,190,920,5,2
1583,32,1583,173,923,2,1
1583,33,1583,173,923,3,1
1583,36,1583,31,922,2,1
1590,33,1590,171,924,3,1
1590,34,1590,171,924,4,1
1590,35,1590,170,925,3,2
1611,35,1611,30,929,3,1
1611,36,1611,179,928,3,2
1611,39,1611,179,928,4,2
1611,40,1611,179,928,5,2
1613,43,1613,176,931,3,2
1613,45,1613,184,930,5,4
1613,46,1613,35,933,2,1
1613,48,1613,184,930,6,4
1613,49,1613,35,933,3,1
1613,52,1613,184,930,7,4
1621,33,1621,2,934,4,2
1627,33,1627,30,935,4,2
1628,34,1628,1,936,3,1
1633,31,1633,170,937,3,2
1633,32,1633,175,939,3,1
1635,32,1635,30,940,3,2
1645,33,1645,3,941,2,1
1645,34,1645,172,943,3,2
1645,35,1645,3,941,3,1
1645,36,1645,4,942,3,1
1645,37,1645,172,943,4,2
1648,33,1648,172,944,4,2
1648,34,1648,175,945,3,2
1652,35,1652,34,948,3,2
1652,36,1652,176,946,3,2
1652,38,1652,34,948,4,2
1652,39,1652,176,946,4,2
1652,40,1652,33,947,3,2
1652,41,1652,33,947,4,2
1652,42,1652,33,947,5,2
1655,36,1655,173,950,2,1
1663,48,1663,8,951,3,2
1663,49,1663,8,951,4,2
1663,52,1663,183,953,3,2
1670,38,1670,4,954,2,1
1682,36,1682,178,958,3,2
1682,37,1682,178,958,4,2
1682,38,1682,30,959,3,1
1684,45,1684,35,963,3,1
1689,32,1689,31,965,2,1
1690,37,1690,30,966,4,1
1690,38,1690,182,967,3,2
1692,45,1692,35,968,4,2
1695,55,1695,34,970,3,2
1695,56,1695,35,971,3,2
1695,57,1695,221,981,2,1
1695,58,1695,35,971,4,2
1695,59,1695,30,969,3,2
1695,61,1695,230,975,3,2
1695,62,1695,231,976,3,2
1695,66,1695,35,971,5,2
1695,67,1695,196,973,3,2
1695,70,1695,230,975,4,2
1695,71,1695,230,975,5,2
1695,72,1695,231,976,4,2
1695,73,1695,245,980,3,2
1695,74,1695,196,973,4,2
1695,76,1695,245,980,4,2
1695,78,1695,245,980,5,2
1695,79,1695,199,978,4,2
1695,80,1695,46,979,3,2
1695,242,1695,199,978,3,2
1695,253,1695,39,972,3,1
1695,254,1695,39,972,4,1
1695,255,1695,39,972,5,1
1697,50,1697,37,982,2,1
1697,51,1697,189,987,3,2
1697,52,1697,41,985,3,2
1697,53,1697,195,986,4,2
1697,54,1697,42,988,3,2
1697,55,1697,41,985,4,2
1697,56,1697,199,983,2,1
1697,57,1697,193,984,3,2
1697,58,1697,42,988,4,2
1697,59,1697,44,989,2,1
1698,32,1698,176,991,2,1
1698,33,1698,176,991,3,1
1698,175,1698,4,990,4,2
1700,40,1700,175,995,2,1
1700,41,1700,33,993,3,2
1700,42,1700,33,993,4,2
1701,37,1701,32,996,4,1
1709,32,1709,192,1000,3,1
1709,33,1709,192,1000,4,1
1717,33,1717,30,1002,3,2
1717,34,1717,30,1002,4,2
1720,36,1720,32,1003,2,1
1720,39,1720,32,1003,3,1
1721,33,1721,30,1006,3,2
1721,34,1721,30,1006,4,2
1722,41,1722,31,1008,2,1
1722,43,1722,33,1007,3,1
1722,44,1722,33,1007,4,1
1722,45,1722,182,1009,3,1
1722,46,1722,182,1009,2,1
1722,47,1722,34,1010,2,1
1726,34,1726,171,1012,3,2
1726,35,1726,171,1012,4,2
1726,36,1726,171,1012,5,2
1731,37,1731,33,1013,3,2
1731,38,1731,33,1013,4,2
1731,39,1731,33,1013,5,2
1732,32,1732,30,1014,2,1
1739,34,1739,176,1015,3,2
1739,35,1739,176,1015,4,2
1740,33,1740,174,1017,3,1
1740,34,1740,174,1017,4,1
1751,30,1751,4,1019,3,2
1751,31,1751,4,1019,4,2
1762,47,1762,30,1023,3,1
1762,48,1762,30,1023,4,1
1762,49,1762,7,1026,1,2
1762,51,1762,32,1022,2,1
1762,52,1762,187,1028,3,1
1762,53,1762,32,1022,3,1
1762,54,1762,30,1023,2,1
1762,55,1762,187,1028,4,1
1762,56,1762,192,1027,2,1
1762,57,1762,187,1028,5,1
1762,58,1762,199,1025,3,2
1762,59,1762,42,1021,1,2
1762,60,1762,203,1029,2,1
1762,61,1762,44,1024,2,1
1762,196,1762,192,1027,3,1
1763,41,1763,30,1031,3,1
1763,42,1763,34,1033,3,1
1763,43,1763,33,1030,3,2
1763,44,1763,35,1032,3,2
1763,45,1763,35,1032,4,2
1763,46,1763,36,1034,3,2
1763,47,1763,33,1030,4,2
1763,48,1763,36,1034,4,2
1763,183,1763,30,1031,2,1
1767,34,1767,30,1035,2,1
1774,31,1774,170,1036,3,2
1774,32,1774,30,1037,3,1
1774,33,1774,170,1036,4,2
1774,34,1774,30,1037,4,1
1775,40,1775,184,1038,2,1
1775,41,1775,184,1038,3,1
1775,42,1775,186,1039,3,2
1776,31,1776,30,1040,3,1
1784,36,1784,173,1042,3,2
1786,52,1786,46,1044,2,1
1786,54,1786,182,1046,3,2
1786,55,1786,182,1046,4,2
1786,56,1786,33,1043,3,2
1786,58,1786,46,1044,3,1
1786,61,1786,182,1046,5,2
1787,37,1787,5,1048,2,1
1787,38,1787,184,1049,3,2
1787,39,1787,32,1050,3,2
1787,40,1787,187,1051,3,2
1787,41,1787,32,1050,4,2
1787,42,1787,187,1051,4,2
1787,43,1787,184,1049,4,2
1787,44,1787,187,1051,5,2
1802,39,1802,178,1056,2,1
1802,40,1802,178,1056,3,1
1805,35,1805,176,1058,3,2
1807,38,1807,175,1060,3,2
1807,39,1807,175,1060,4,2
1807,40,1807,177,1059,3,2
1807,41,1807,177,1059,4,2
1807,42,1807,36,1061,3,2
1810,47,1810,39,1062,3,2
1810,48,1810,39,1062,4,2
1810,49,1810,39,1062,5,2
1813,33,1813,30,1063,3,2
1817,36,1817,32,1064,3,2
1821,32,1821,30,1065,3,2
1821,33,1821,30,1065,4,2
1823,35,1823,31,1067,2,1
1830,38,1830,34,1070,3,2
1830,39,1830,34,1070,4,2
1830,40,1830,32,1069,3,2
1831,36,1831,33,1073,3,2
1831,38,1831,33,1073,4,2
1837,37,1837,30,1074,2,1
1839,39,1839,175,1076,1,5
1839,40,1839,175,1076,2,5
1839,41,1839,175,1076,3,5
1839,42,1839,175,1076,4,5
1839,43,1839,174,1077,2,5
1839,44,1839,34,1078,4,2
1839,45,1839,34,1078,5,2
1841,40,1841,32,1080,3,2
1841,41,1841,32,1080,4,2
1841,42,1841,32,1080,5,2
1841,43,1841,31,1081,3,2
1841,44,1841,32,1080,6,2
1841,45,1841,31,1081,4,2
1850,37,1850,32,1083,3,2
1850,38,1850,32,1083,4,2
1862,34,1862,31,1084,4,1
1878,35,1878,175,1086,3,2
1878,36,1878,30,1085,2,1
1878,37,1878,175,1086,4,2
1880,39,1880,34,1088,2,1
1887,38,1887,34,1091,2,1
1887,39,1887,34,1091,3,1
1887,40,1887,185,1093,3,2
1887,42,1887,185,1093,4,2
1887,45,1887,178,1090,3,2
1887,46,1887,178,1090,4,2
1887,47,1887,34,1091,4,1
1887,48,1887,37,1094,3,2
1887,49,1887,34,1091,5,1
1887,50,1887,37,1094,4,2
1887,51,1887,35,1095,3,2
1892,180,1892,34,1096,2,1
1893,39,1893,30,1098,3,2
1905,34,1905,173,1102,4,2
1911,36,1911,182,1103,3,2
1911,37,1911,182,1103,4,2
1914,34,1914,33,1105,2,1
1914,35,1914,181,1106,3,1
1917,36,1917,32,1108,3,1
1917,37,1917,32,1108,4,1
1917,38,1917,33,1107,4,3
1918,34,1918,181,1109,3,1
1918,35,1918,184,1110,3,2
1918,36,1918,184,1110,4,2
1919,49,1919,32,1111,2,1
1920,38,1920,175,1113,3,2
1928,31,1928,171,1114,3,2
1935,30,1935,174,1116,3,2
1935,31,1935,174,1116,4,2
1935,32,1935,174,1116,5,2
1936,32,1936,30,1117,3,2
1936,33,1936,30,1117,4,2
1939,35,1939,171,1118,3,2
1939,36,1939,171,1118,4,2
1939,37,1939,31,1119,3,2
1954,34,1954,170,1120,3,1
1954,35,1954,170,1120,4,1
1954,36,1954,171,1121,2,1
1954,37,1954,171,1121,3,1
1955,33,1955,5,1122,3,2
1956,31,1956,4,1124,3,2
1956,32,1956,5,1125,3,1
1956,33,1956,5,1125,4,1
1960,36,1960,30,1127,3,2
1961,32,1961,31,1128,3,2
1961,33,1961,31,1128,4,2
1961,34,1961,31,1128,5,2
1962,32,1962,30,1129,3,2
1964,37,1964,179,1131,3,2
1964,38,1964,179,1131,4,2
1964,40,1964,179,1131,5,2
1970,33,1970,177,1134,2,1
1970,34,1970,5,1132,2,1
1970,35,1970,184,1133,3,2
1970,36,1970,184,1133,4,2
1970,37,1970,184,1133,5,2
1972,31,1972,173,1136,2,1
1975,34,1975,177,1137,3,2
1978,32,1978,171,1138,3,2
1981,174,1981,30,1140,2,1
1988,32,1988,30,1141,3,2
1988,33,1988,30,1141,4,2
1988,34,1988,31,1142,3,2
1988,35,1988,31,1142,4,2
1994,36,1994,176,1143,3,2
1994,37,1994,176,1143,4,2
1994,39,1994,181,1144,5,2
1994,182,1994,181,1144,3,2
1994,183,1994,181,1144,4,2
2000,31,2000,30,1146,4,2
2003,32,2003,30,1147,3,1
