KIDS,TAS,KID14,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,ER30000,ER30001,ER30002,ER31987,ER31988,ER31989,ER31990,ER31991,ER31992,ER31993,ER31994,ER31995,ER31996,ER31997,ER32000,ER32001,ER32002,ER32003,ER32004,ER32005,ER32006,ER32007,ER32008,ER32009,ER32010,ER32011,ER32012,ER32013,ER32014,ER32015,ER32016,ER32017,ER32018,ER32019,ER32020,ER32021,ER32022,ER32023,ER32024,ER32025,ER32026,ER32027,ER32028,ER32029,ER32030,ER32031,ER32032,ER32033,ER32034,ER32035,ER32036,ER32037,ER32038,ER32039,ER32040,ER32041,ER32042,ER32043,ER32044,ER32045,ER32046,ER32047,ER32048,ER32049,ER32050,ER32051,ER32052,ER32053,ER33801,ER33802,ER33803,TA050001,TA050937,ER33901,ER33902,ER33903,TA070001,TA070918,ER34001,ER34002,ER34003,TA090001,TA090982,ER34101,ER34102,ER34103,TA110001,TA111124,ER34201,ER34202,ER34203,TA130001,TA131216,P14REL,ER34301,ER34302,ER34303,TA150001,TA151276,ER34501,ER34502,ER34503,TA170001,TA171974
1,,1.1,,,,,,,,2,5922,50,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,0,2,0,0,5922,232,1980,4,4,115,8,5922,30,1975,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5535,3,30,,,6368,2,30,,,6709,2,30,,,2042,2,30,,,8264,2,30,,,2,8602,2,30,,,7568,2,30,,
1,,1.1,,,,,,,,2,5922,51,0,0,0,0,0,0,0,0,0,21,1,1,1,0,1,0,1,2,0,0,5922,34,1980,3,2,140,2,5922,236,1980,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5871,5,30,,,2424,4,30,,,8447,3,30,,,1176,3,30,,,6315,3,30,,,2,5948,4,30,,,7335,4,30,,
1,,1.1,,,,,,,,2,5922,52,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,1,1,2,2015,2007,5922,219,1981,2,2,104,5,5922,173,1982,4,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5681,4,30,,,4061,72,30,,,8088,6,60,,,8936,6,60,,,8545,6,60,,,2,0,0,0,,,8181,6,60,,
1,,1.1,,,,,,,,2,5922,54,0,0,0,0,0,0,0,0,0,21,1,1,1,0,1,0,1,2,0,0,5922,42,1988,3,1,142,2,0,0,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6050,0,0,,,3314,4,60,,,6380,2,30,,,1998,2,30,,,8894,2,30,,,2,8004,2,30,,,7037,2,30,,
1,,1.1,,,,,,,,2,5922,55,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,2,0,0,5922,202,1987,1,1,113,2,5922,244,1986,1,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6087,0,0,,,6619,3,30,,,4189,2,30,,,2027,2,30,,,2630,2,30,,,2,7993,2,30,,,7436,2,30,,
1,,1.1,,,,,,,,2,5922,56,0,0,0,0,0,0,0,0,0,21,1,1,1,0,1,0,1,2,0,0,5922,199,1983,3,1,998,2,0,0,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6683,0,0,,,3836,2,30,,,5707,2,30,,,707,2,30,,,1025,2,30,,,2,5570,2,30,,,7558,2,30,,
1,,1.1,,,,,,,,2,5922,57,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,2,0,0,5922,204,1988,2,1,89,2,0,0,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5160,0,0,,,2458,0,0,,,5713,5,60,,,6423,2,30,,,6390,2,30,,,2,6143,2,30,,,4577,2,30,,
1,,1.1,,,,,,,,2,5922,58,0,0,0,0,0,0,0,0,0,21,1,1,1,0,1,0,0,2,0,0,5922,231,1976,3,2,131,1,5922,170,1973,6,6,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5985,0,0,,,2897,0,0,,,5123,4,30,,,854,4,30,,,3196,3,30,,,2,3338,3,30,,,5765,2,30,,
1,,1.1,,,,,,,,2,5922,59,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,2,0,0,5922,254,1987,2,2,145,2,5922,39,1985,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5887,0,0,,,3342,0,0,,,4377,4,30,,,875,4,30,,,2330,4,30,,,2,2894,4,30,,,5652,4,30,,
1,,1.1,,,,,,,,2,5922,60,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,2,0,0,5922,200,1985,2,2,112,2,0,0,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6087,0,0,,,5948,0,0,,,6226,3,30,,,809,3,30,,,1484,3,30,,,2,7995,4,33,,,7222,3,30,,
1,,1.1,,,,,,,,2,5922,61,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,2,0,0,5922,205,1991,2,1,108,2,5922,990,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5160,0,0,,,2458,0,0,,,5713,0,0,,,2856,4,60,,,3075,4,60,,,2,2193,4,60,,,5002,2,30,,
1,,1.1,,,,,,,,2,5922,62,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,2,0,0,5922,34,1980,3,3,126,2,5922,236,1980,3,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5871,0,0,,,2424,0,0,,,8447,0,0,,,1176,4,30,,,6315,4,30,,,2,5948,5,30,,,7335,5,30,,
1,,1.1,,,,,,,,2,5922,63,0,0,0,0,0,0,0,0,0,21,1,1,1,0,1,0,1,2,0,0,5922,36,1983,4,2,122,1,5922,253,1987,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6139,0,0,,,2301,0,0,,,7356,0,0,,,1113,4,30,,,2125,4,30,,,2,5518,4,30,,,6592,4,30,,
1,,1.1,,,,,,,,2,5922,64,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,2,0,0,5922,204,1988,2,2,105,2,5922,992,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5160,0,0,,,2458,0,0,,,5713,0,0,,,6423,0,0,,,6390,3,30,,,2,6143,3,30,,,4577,3,30,,
1,,1.1,,,,,,,,2,5922,65,0,0,0,0,0,0,0,0,0,21,1,1,1,0,1,0,1,2,0,0,5922,201,1986,1,1,118,2,5922,820,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6087,0,0,,,5948,0,0,,,5513,0,0,,,2023,0,0,,,5574,4,60,,,2,7574,2,30,,,8098,2,30,,
1,,1.1,,,,,,,,2,5922,66,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,2,2017,2017,5922,208,1991,4,1,104,2,5922,819,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7281,0,0,,,6238,0,0,,,8572,0,0,,,8516,0,0,,,9101,6,60,,,2,6940,2,30,,,0,0,0,,
1,,1.1,,,,,,,,2,5922,67,0,0,0,0,0,0,0,0,0,21,1,1,1,0,1,0,1,2,2017,2017,5922,208,1991,4,2,106,2,5922,819,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7281,0,0,,,6238,0,0,,,8572,0,0,,,8516,0,0,,,9101,7,60,,,2,6940,3,30,,,0,0,0,,
1,,1.1,,,,,,,,2,5922,68,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,2,0,0,5922,42,1988,3,2,112,2,5922,991,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6050,0,0,,,3314,0,0,,,6380,0,0,,,1998,0,0,,,8894,3,30,,,2,8004,3,30,,,7037,3,30,,
,5,,,1,1,1,1,1,,2,5922,204,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,3,0,0,5922,38,1970,3,1,998,2,5922,811,9999,99,99,2019,2,5,2008,7,2012,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2013,1968,0,5160,2,30,,,2458,2,30,4,5,5713,2,30,3,4,6423,1,10,2,4,6390,1,10,2,4,,6143,1,10,2,5,4577,1,10,,
,4,,,,,1,1,1,1,2,5922,205,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,3,0,0,5922,38,1970,3,2,998,2,0,0,9999,99,99,2019,2,8,2009,2,2014,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5160,3,30,,,2458,3,30,,,5713,3,30,,,2856,2,30,2,6,3075,2,30,2,6,,2193,2,30,2,6,5002,1,10,2,6
,4,,,,,1,1,1,1,2,5922,206,0,0,0,0,0,0,0,0,0,21,1,1,1,0,1,0,0,3,0,0,0,0,9999,99,99,999,9,5922,30,1975,3,1,2019,1,5,2011,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5093,2,60,,,2533,2,60,,,4617,2,60,,,215,2,60,2,6,1938,2,60,2,6,,2601,2,60,2,5,4856,2,60,2,5
,4,,,,1,1,1,1,,2,5922,208,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,3,2017,2017,5922,210,1973,3,1,998,2,5922,170,1973,6,2,2019,4,8,2011,10,2018,6,2017,8,2011,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2019,1968,0,7281,2,30,,,6238,2,30,,,8572,3,33,3,5,8516,3,33,2,6,9101,3,33,2,5,,6940,1,10,2,6,0,0,0,,
1,1,1.1,,,,,,,1,2,5922,222,0,0,0,0,0,0,0,0,0,21,1,1,1,0,1,0,0,3,0,0,0,0,9999,99,99,999,9,5922,33,1978,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5963,3,30,,,3056,3,30,,,4393,3,30,,,1119,3,30,,,1768,3,30,,,2,5043,3,30,,,8809,3,30,2,5
1,,1.1,,,,,,,,2,5922,246,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,3,0,0,0,0,9999,99,99,999,9,5922,178,1978,6,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6122,0,0,,,2852,2,30,,,6034,3,30,,,2060,2,30,,,4422,2,30,,,2,4969,3,30,,,5769,2,30,,
1,,1.1,,,,,,,,2,5922,247,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,0,3,0,0,0,0,9999,99,99,999,9,5922,33,1978,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5963,0,0,,,3056,4,30,,,4393,4,30,,,1119,4,30,,,1768,4,30,,,2,5043,4,30,,,8809,4,30,,
1,,1.1,,,,,,,,2,5922,250,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,3,0,0,0,0,9999,99,99,999,9,5922,178,1978,6,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6122,0,0,,,2852,0,0,,,6034,4,30,,,2060,3,30,,,4422,3,30,,,2,4969,4,30,,,5769,3,30,,
1,,1.1,,,,,,,,2,5922,251,0,0,0,0,0,0,0,0,0,21,1,1,1,0,1,0,1,3,0,0,0,0,9999,99,99,999,9,5922,178,1978,6,4,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6122,0,0,,,2852,0,0,,,6034,5,30,,,2060,4,30,,,4422,4,30,,,2,4969,5,30,,,5769,4,30,,
1,,1.1,,,,,,,,2,5922,255,0,0,0,0,0,0,0,0,0,21,1,2,1,0,1,0,1,3,0,0,5922,254,1987,2,1,998,2,5922,39,1985,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5887,0,0,,,3342,0,0,,,4377,3,30,,,875,3,30,,,2330,3,30,,,2,2894,3,30,,,5652,3,30,,
,3,,,,1,1,1,,,2,5925,41,0,5,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,2,2017,1992,5925,170,1963,4,3,998,1,5925,8,1958,4,3,2019,2,3,2008,9,2010,99,9999,99,9999,99,9999,2019,1,7,2008,5,99,9999,1,2014,99,9999,9,99,9999,99,9999,5,0,0,1968,0,2371,4,30,,,7224,51,30,,,7974,51,30,3,5,4338,51,30,2,4,4389,2,20,2,4,,7751,1,10,,,0,0,0,,
,1,,,,,,,,1,2,5925,42,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,1,1,2,1997,1997,5925,33,1974,2,1,998,2,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,629,2,30,,,2751,2,30,,,7824,2,30,,,5933,2,30,,,3901,2,30,,,,6815,2,30,,,7959,3,30,2,5
1,1,1.1,,,,,,,1,2,5925,43,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,1,2,2007,2007,5925,4,1967,4,4,141,1,5925,175,1960,5,5,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7460,6,30,,,0,0,0,,,7828,5,40,,,8764,3,30,,,2845,3,30,,,2,6714,3,30,,,8827,3,30,2,6
1,1,1.1,,,,,,,1,2,5925,44,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,2,2019,2019,5925,177,1966,2,2,120,2,5925,30,1970,1,1,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,582,3,30,,,7016,3,30,,,4130,4,30,,,8414,3,30,,,8309,3,30,,,2,5213,3,30,,,8207,3,30,2,6
1,,1.1,,,,,,,,2,5925,46,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,2,2015,2007,5925,39,1985,2,1,92,2,0,0,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7460,8,60,,,0,0,0,,,7828,7,70,,,8853,3,35,,,8479,3,35,,,2,0,0,0,,,8749,3,35,,
1,,1.1,,,,,,,,2,5925,49,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,2,0,0,5925,33,1974,2,2,85,2,5925,181,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,629,0,0,,,2751,3,30,,,7824,3,30,,,5933,3,30,,,3901,3,30,,,2,6815,3,30,,,7959,4,30,,
1,,1.1,,,,,,,,2,5925,52,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,2,2015,2015,5925,39,1985,2,2,122,2,5925,188,1960,2,98,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7460,0,0,,,0,0,0,,,7828,0,0,,,8853,4,30,,,8479,4,30,,,2,0,0,0,,,8749,4,30,,
